FED,Province_Territory,All_Households,Avg_Income,Median_Income,SE_Avg_Income,Income,Count,right_edges,fit,warn,gini,fed_avg_income,fed_median_income
Winnipeg-Birds Hill,Manitoba,33885,23912,22547,163,X5000_9999,3630,9999,,FALSE,0.32801118636665527,23912,22547
Winnipeg-Birds Hill,Manitoba,33885,23912,22547,163,X10000_14999,4010,14999,,FALSE,0.32801118636665527,23912,22547
Winnipeg-Birds Hill,Manitoba,33885,23912,22547,163,X15000_19999,4805,19999,,FALSE,0.32801118636665527,23912,22547
Winnipeg-Birds Hill,Manitoba,33885,23912,22547,163,X20000_24999,5200,24999,,FALSE,0.32801118636665527,23912,22547
Winnipeg-Birds Hill,Manitoba,33885,23912,22547,163,X25000_29999,4310,29999,,FALSE,0.32801118636665527,23912,22547
Winnipeg-Birds Hill,Manitoba,33885,23912,22547,163,X30000_39999,5875,39999,,FALSE,0.32801118636665527,23912,22547
Winnipeg-Birds Hill,Manitoba,33885,23912,22547,163,X40000_and_over,3810,Inf,,FALSE,0.32801118636665527,23912,22547
Winnipeg-Fort Garry,Manitoba,33595,23727,20186,207,Under_5000,3010,5000,,FALSE,0.37771044978008417,23727,20186
Winnipeg-Fort Garry,Manitoba,33595,23727,20186,207,X5000_9999,4585,9999,,FALSE,0.37771044978008417,23727,20186
Winnipeg-Fort Garry,Manitoba,33595,23727,20186,207,X10000_14999,4770,14999,,FALSE,0.37771044978008417,23727,20186
Winnipeg-Fort Garry,Manitoba,33595,23727,20186,207,X15000_19999,4260,19999,,FALSE,0.37771044978008417,23727,20186
Winnipeg-Fort Garry,Manitoba,33595,23727,20186,207,X20000_24999,4245,24999,,FALSE,0.37771044978008417,23727,20186
Winnipeg-Fort Garry,Manitoba,33595,23727,20186,207,X25000_29999,4615,29999,,FALSE,0.37771044978008417,23727,20186
Winnipeg-Fort Garry,Manitoba,33595,23727,20186,207,X30000_39999,4785,39999,,FALSE,0.37771044978008417,23727,20186
Winnipeg-Fort Garry,Manitoba,33595,23727,20186,207,X40000_and_over,4785,Inf,,FALSE,0.37771044978008417,23727,20186
Winnipeg-St. James,Manitoba,24110,19624,17457,174,Under_5000,2430,5000,,FALSE,0.35520704957038174,19624,17457
Winnipeg-St. James,Manitoba,24110,19624,17457,174,X5000_9999,3705,9999,,FALSE,0.35520704957038174,19624,17457
Winnipeg-St. James,Manitoba,24110,19624,17457,174,X10000_14999,4140,14999,,FALSE,0.35520704957038174,19624,17457
Winnipeg-St. James,Manitoba,24110,19624,17457,174,X15000_19999,3580,19999,,FALSE,0.35520704957038174,19624,17457
Winnipeg-St. James,Manitoba,24110,19624,17457,174,X20000_24999,3005,24999,,FALSE,0.35520704957038174,19624,17457
Winnipeg-St. James,Manitoba,24110,19624,17457,174,X25000_29999,2870,29999,,FALSE,0.35520704957038174,19624,17457
Winnipeg-St. James,Manitoba,24110,19624,17457,174,X30000_39999,2870,39999,,FALSE,0.35520704957038174,19624,17457
Winnipeg-St. James,Manitoba,24110,19624,17457,174,X40000_and_over,1750,Inf,,FALSE,0.35520704957038174,19624,17457
Assiniboia,Saskatchewan,20865,20865,24504,385,Under_5000,1365,5000,,FALSE,0.3405218020743571,20865,24504
Assiniboia,Saskatchewan,20865,20865,24504,385,X5000_9999,3355,9999,,FALSE,0.3405218020743571,20865,24504
Assiniboia,Saskatchewan,20865,20865,24504,385,X10000_14999,3270,14999,,FALSE,0.3405218020743571,20865,24504
Assiniboia,Saskatchewan,20865,20865,24504,385,X15000_19999,2835,19999,,FALSE,0.3405218020743571,20865,24504
Assiniboia,Saskatchewan,20865,20865,24504,385,X20000_24999,2115,24999,,FALSE,0.3405218020743571,20865,24504
Assiniboia,Saskatchewan,20865,20865,24504,385,X25000_29999,1595,29999,,FALSE,0.3405218020743571,20865,24504
Assiniboia,Saskatchewan,20865,20865,24504,385,X30000_39999,2660,39999,,FALSE,0.3405218020743571,20865,24504
Assiniboia,Saskatchewan,20865,20865,24504,385,X40000_and_over,3140,Inf,,FALSE,0.3405218020743571,20865,24504
Humboldt-Lake Centre,Saskatchewan,21050,19385,18380,303,Under_5000,1955,5000,,FALSE,0.39084583201900436,19385,18380
Humboldt-Lake Centre,Saskatchewan,21050,19385,18380,303,X5000_9999,4465,9999,,FALSE,0.39084583201900436,19385,18380
Humboldt-Lake Centre,Saskatchewan,21050,19385,18380,303,X10000_14999,3790,14999,,FALSE,0.39084583201900436,19385,18380
Humboldt-Lake Centre,Saskatchewan,21050,19385,18380,303,X15000_19999,2745,19999,,FALSE,0.39084583201900436,19385,18380
Humboldt-Lake Centre,Saskatchewan,21050,19385,18380,303,X20000_24999,2480,24999,,FALSE,0.39084583201900436,19385,18380
Humboldt-Lake Centre,Saskatchewan,21050,19385,18380,303,X25000_29999,1745,29999,,FALSE,0.39084583201900436,19385,18380
Humboldt-Lake Centre,Saskatchewan,21050,19385,18380,303,X30000_39999,1950,39999,,FALSE,0.39084583201900436,19385,18380
Humboldt-Lake Centre,Saskatchewan,21050,19385,18380,303,X40000_and_over,1955,Inf,,FALSE,0.39084583201900436,19385,18380
Kindersley-Lloydminster,Saskatchewan,21875,21875,22426,338,Under_5000,2150,5000,,FALSE,0.4490651239564116,21875,22426
Kindersley-Lloydminster,Saskatchewan,21875,21875,22426,338,X5000_9999,4020,9999,,FALSE,0.4490651239564116,21875,22426
Kindersley-Lloydminster,Saskatchewan,21875,21875,22426,338,X10000_14999,3505,14999,,FALSE,0.4490651239564116,21875,22426
Kindersley-Lloydminster,Saskatchewan,21875,21875,22426,338,X15000_19999,2885,19999,,FALSE,0.4490651239564116,21875,22426
Kindersley-Lloydminster,Saskatchewan,21875,21875,22426,338,X20000_24999,2045,24999,,FALSE,0.4490651239564116,21875,22426
Kindersley-Lloydminster,Saskatchewan,21875,21875,22426,338,X25000_29999,1725,29999,,FALSE,0.4490651239564116,21875,22426
Kindersley-Lloydminster,Saskatchewan,21875,21875,22426,338,X30000_39999,1725,39999,,FALSE,0.4490651239564116,21875,22426
Kindersley-Lloydminster,Saskatchewan,21875,21875,22426,338,X40000_and_over,2415,Inf,,FALSE,0.4490651239564116,21875,22426
Mackenzie,Saskatchewan,18135,15790,15790,281,Under_5000,1865,5000,,TRUE,0.3550832144461038,15790,15790
Mackenzie,Saskatchewan,18135,15790,15790,281,X5000_9999,2795,9999,,TRUE,0.3550832144461038,15790,15790
Mackenzie,Saskatchewan,18135,15790,15790,281,X10000_14999,2795,14999,,TRUE,0.3550832144461038,15790,15790
Mackenzie,Saskatchewan,18135,15790,15790,281,X15000_19999,1975,19999,,TRUE,0.3550832144461038,15790,15790
Mackenzie,Saskatchewan,18135,15790,15790,281,X20000_24999,2030,24999,,TRUE,0.3550832144461038,15790,15790
Mackenzie,Saskatchewan,18135,15790,15790,281,X25000_29999,2335,29999,,TRUE,0.3550832144461038,15790,15790
Mackenzie,Saskatchewan,18135,15790,15790,281,X30000_39999,2335,39999,,TRUE,0.3550832144461038,15790,15790
Mackenzie,Saskatchewan,18135,15790,15790,281,X40000_and_over,1510,Inf,,TRUE,0.3550832144461038,15790,15790
Moose Jaw,Saskatchewan,22155,19500,19242,242,Under_5000,1470,5000,,FALSE,0.3476854199140901,19500,19242
Moose Jaw,Saskatchewan,22155,19500,19242,242,X5000_9999,3850,9999,,FALSE,0.3476854199140901,19500,19242
Moose Jaw,Saskatchewan,22155,19500,19242,242,X10000_14999,3080,14999,,FALSE,0.3476854199140901,19500,19242
Moose Jaw,Saskatchewan,22155,19500,19242,242,X15000_19999,2875,19999,,FALSE,0.3476854199140901,19500,19242
Moose Jaw,Saskatchewan,22155,19500,19242,242,X20000_24999,2240,24999,,FALSE,0.3476854199140901,19500,19242
Moose Jaw,Saskatchewan,22155,19500,19242,242,X25000_29999,1865,29999,,FALSE,0.3476854199140901,19500,19242
Moose Jaw,Saskatchewan,22155,19500,19242,242,X30000_39999,2600,39999,,FALSE,0.3476854199140901,19500,19242
Moose Jaw,Saskatchewan,22155,19500,19242,242,X40000_and_over,2488,Inf,,FALSE,0.3476854199140901,19500,19242
Prince Albert,Saskatchewan,23470,20852,17095,246,Under_5000,2430,5000,,FALSE,0.4047079174406857,20852,17095
Prince Albert,Saskatchewan,23470,20852,17095,246,X5000_9999,4735,9999,,FALSE,0.4047079174406857,20852,17095
Prince Albert,Saskatchewan,23470,20852,17095,246,X10000_14999,3360,14999,,FALSE,0.4047079174406857,20852,17095
Prince Albert,Saskatchewan,23470,20852,17095,246,X15000_19999,2805,19999,,FALSE,0.4047079174406857,20852,17095
Prince Albert,Saskatchewan,23470,20852,17095,246,X20000_24999,2550,24999,,FALSE,0.4047079174406857,20852,17095
Prince Albert,Saskatchewan,23470,20852,17095,246,X25000_29999,2180,29999,,FALSE,0.4047079174406857,20852,17095
Prince Albert,Saskatchewan,23470,20852,17095,246,X30000_39999,2990,39999,,FALSE,0.4047079174406857,20852,17095
Prince Albert,Saskatchewan,23470,20852,17095,246,X40000_and_over,2415,Inf,,FALSE,0.4047079174406857,20852,17095
Qu'Appelle-Moose Mountain,Saskatchewan,18990,19937,15555,277,Under_5000,1685,5000,,FALSE,0.3923796409064644,19937,15555
Qu'Appelle-Moose Mountain,Saskatchewan,18990,19937,15555,277,X5000_9999,4115,9999,,FALSE,0.3923796409064644,19937,15555
Qu'Appelle-Moose Mountain,Saskatchewan,18990,19937,15555,277,X10000_14999,3400,14999,,FALSE,0.3923796409064644,19937,15555
Qu'Appelle-Moose Mountain,Saskatchewan,18990,19937,15555,277,X15000_19999,2515,19999,,FALSE,0.3923796409064644,19937,15555
Qu'Appelle-Moose Mountain,Saskatchewan,18990,19937,15555,277,X20000_24999,1700,24999,,FALSE,0.3923796409064644,19937,15555
Qu'Appelle-Moose Mountain,Saskatchewan,18990,19937,15555,277,X25000_29999,1460,29999,,FALSE,0.3923796409064644,19937,15555
Qu'Appelle-Moose Mountain,Saskatchewan,18990,19937,15555,277,X30000_39999,1780,39999,,FALSE,0.3923796409064644,19937,15555
Qu'Appelle-Moose Mountain,Saskatchewan,18990,19937,15555,277,X40000_and_over,2415,Inf,,FALSE,0.3923796409064644,19937,15555
Regina East (Est),Saskatchewan,29575,24812,21771,228,Under_5000,2200,5000,,FALSE,0.3701130708782534,24812,21771
Regina East (Est),Saskatchewan,29575,24812,21771,228,X5000_9999,4130,9999,,FALSE,0.3701130708782534,24812,21771
Regina East (Est),Saskatchewan,29575,24812,21771,228,X10000_14999,3550,14999,,FALSE,0.3701130708782534,24812,21771
Regina East (Est),Saskatchewan,29575,24812,21771,228,X15000_19999,3600,19999,,FALSE,0.3701130708782534,24812,21771
Regina East (Est),Saskatchewan,29575,24812,21771,228,X20000_24999,4520,24999,,FALSE,0.3701130708782534,24812,21771
Regina East (Est),Saskatchewan,29575,24812,21771,228,X25000_29999,3145,29999,,FALSE,0.3701130708782534,24812,21771
Regina East (Est),Saskatchewan,29575,24812,21771,228,X30000_39999,4610,39999,,FALSE,0.3701130708782534,24812,21771
Regina East (Est),Saskatchewan,29575,24812,21771,228,X40000_and_over,4785,Inf,,FALSE,0.3701130708782534,24812,21771
Regina West (Ouest),Saskatchewan,32275,26508,24126,221,Under_5000,1905,5000,,FALSE,0.347930246562263,26508,24126
Regina West (Ouest),Saskatchewan,32275,26508,24126,221,X5000_9999,3295,9999,,FALSE,0.347930246562263,26508,24126
Regina West (Ouest),Saskatchewan,32275,26508,24126,221,X10000_14999,3580,14999,,FALSE,0.347930246562263,26508,24126
Regina West (Ouest),Saskatchewan,32275,26508,24126,221,X15000_19999,3890,19999,,FALSE,0.347930246562263,26508,24126
Regina West (Ouest),Saskatchewan,32275,26508,24126,221,X20000_24999,4210,24999,,FALSE,0.347930246562263,26508,24126
Regina West (Ouest),Saskatchewan,32275,26508,24126,221,X25000_29999,4050,29999,,FALSE,0.347930246562263,26508,24126
Regina West (Ouest),Saskatchewan,32275,26508,24126,221,X30000_39999,6090,39999,,FALSE,0.347930246562263,26508,24126
Regina West (Ouest),Saskatchewan,32275,26508,24126,221,X40000_and_over,5275,Inf,,FALSE,0.347930246562263,26508,24126
Saskatoon East (Est),Saskatchewan,27965,22407,22504,279,Under_5000,2865,5000,,FALSE,0.3395070300184989,22407,22504
Saskatoon East (Est),Saskatchewan,27965,22407,22504,279,X5000_9999,4635,9999,,FALSE,0.3395070300184989,22407,22504
Saskatoon East (Est),Saskatchewan,27965,22407,22504,279,X10000_14999,3565,14999,,FALSE,0.3395070300184989,22407,22504
Saskatoon East (Est),Saskatchewan,27965,22407,22504,279,X15000_19999,3385,19999,,FALSE,0.3395070300184989,22407,22504
Saskatoon East (Est),Saskatchewan,27965,22407,22504,279,X20000_24999,3105,24999,,FALSE,0.3395070300184989,22407,22504
Saskatoon East (Est),Saskatchewan,27965,22407,22504,279,X25000_29999,4375,29999,,FALSE,0.3395070300184989,22407,22504
Saskatoon East (Est),Saskatchewan,27965,22407,22504,279,X30000_39999,4375,39999,,FALSE,0.3395070300184989,22407,22504
Saskatoon East (Est),Saskatchewan,27965,22407,22504,279,X40000_and_over,5205,Inf,,FALSE,0.3395070300184989,22407,22504
Saskatoon West (Ouest),Saskatchewan,36080,22194,19881,175,Under_5000,3050,5000,,TRUE,0.33917796100927333,22194,19881
Saskatoon West (Ouest),Saskatchewan,36080,22194,19881,175,X5000_9999,5405,9999,,TRUE,0.33917796100927333,22194,19881
Saskatoon West (Ouest),Saskatchewan,36080,22194,19881,175,X10000_14999,4880,14999,,TRUE,0.33917796100927333,22194,19881
Saskatoon West (Ouest),Saskatchewan,36080,22194,19881,175,X15000_19999,4775,19999,,TRUE,0.33917796100927333,22194,19881
Saskatoon West (Ouest),Saskatchewan,36080,22194,19881,175,X20000_24999,4115,24999,,TRUE,0.33917796100927333,22194,19881
Saskatoon West (Ouest),Saskatchewan,36080,22194,19881,175,X25000_29999,2180,29999,,TRUE,0.33917796100927333,22194,19881
Saskatoon West (Ouest),Saskatchewan,36080,22194,19881,175,X30000_39999,4725,39999,,TRUE,0.33917796100927333,22194,19881
Saskatoon West (Ouest),Saskatchewan,36080,22194,19881,175,X40000_and_over,7725,Inf,,TRUE,0.33917796100927333,22194,19881
Swift Current-Maple Creek,Saskatchewan,18285,24383,19786,315,Under_5000,1405,5000,,FALSE,0.4582024980886419,24383,19786
Swift Current-Maple Creek,Saskatchewan,18285,24383,19786,315,X5000_9999,2980,9999,,FALSE,0.4582024980886419,24383,19786
Swift Current-Maple Creek,Saskatchewan,18285,24383,19786,315,X10000_14999,3400,14999,,FALSE,0.4582024980886419,24383,19786
Swift Current-Maple Creek,Saskatchewan,18285,24383,19786,315,X15000_19999,3440,19999,,FALSE,0.4582024980886419,24383,19786
Swift Current-Maple Creek,Saskatchewan,18285,24383,19786,315,X20000_24999,1865,24999,,FALSE,0.4582024980886419,24383,19786
Swift Current-Maple Creek,Saskatchewan,18285,24383,19786,315,X25000_29999,1730,29999,,FALSE,0.4582024980886419,24383,19786
Swift Current-Maple Creek,Saskatchewan,18285,24383,19786,315,X30000_39999,1730,39999,,FALSE,0.4582024980886419,24383,19786
Swift Current-Maple Creek,Saskatchewan,18285,24383,19786,315,X40000_and_over,1995,Inf,,FALSE,0.4582024980886419,24383,19786
The Battlefords-Meadow Lake,Saskatchewan,19560,17208,15878,260,Under_5000,2150,5000,,TRUE,0.3787446565828394,17208,15878
The Battlefords-Meadow Lake,Saskatchewan,19560,17208,15878,260,X5000_9999,4020,9999,,TRUE,0.3787446565828394,17208,15878
The Battlefords-Meadow Lake,Saskatchewan,19560,17208,15878,260,X10000_14999,3115,14999,,TRUE,0.3787446565828394,17208,15878
The Battlefords-Meadow Lake,Saskatchewan,19560,17208,15878,260,X15000_19999,2420,19999,,TRUE,0.3787446565828394,17208,15878
The Battlefords-Meadow Lake,Saskatchewan,19560,17208,15878,260,X20000_24999,1725,24999,,TRUE,0.3787446565828394,17208,15878
The Battlefords-Meadow Lake,Saskatchewan,19560,17208,15878,260,X25000_29999,1730,29999,,TRUE,0.3787446565828394,17208,15878
The Battlefords-Meadow Lake,Saskatchewan,19560,17208,15878,260,X30000_39999,1725,39999,,TRUE,0.3787446565828394,17208,15878
The Battlefords-Meadow Lake,Saskatchewan,19560,17208,15878,260,X40000_and_over,2100,Inf,,TRUE,0.3787446565828394,17208,15878
Yorkton-Melville,Saskatchewan,22815,13566,15878,366,Under_5000,2790,5000,,FALSE,0.3932624150448709,13566,15878
Yorkton-Melville,Saskatchewan,22815,13566,15878,366,X5000_9999,5075,9999,,FALSE,0.3932624150448709,13566,15878
Yorkton-Melville,Saskatchewan,22815,13566,15878,366,X10000_14999,6075,14999,,FALSE,0.3932624150448709,13566,15878
Yorkton-Melville,Saskatchewan,22815,13566,15878,366,X15000_19999,1695,19999,,FALSE,0.3932624150448709,13566,15878
Yorkton-Melville,Saskatchewan,22815,13566,15878,366,X20000_24999,1895,24999,,FALSE,0.3932624150448709,13566,15878
Yorkton-Melville,Saskatchewan,22815,13566,15878,366,X25000_29999,1725,29999,,FALSE,0.3932624150448709,13566,15878
Yorkton-Melville,Saskatchewan,22815,13566,15878,366,X30000_39999,2100,39999,,FALSE,0.3932624150448709,13566,15878
Yorkton-Melville,Saskatchewan,22815,13566,15878,366,X40000_and_over,2100,Inf,,FALSE,0.3932624150448709,13566,15878
Athabasca,Alberta,26965,26814,24593,258,Under_5000,2165,5000,,FALSE,0.36814879866925965,26814,24593
Athabasca,Alberta,26965,26814,24593,258,X5000_9999,3180,9999,,FALSE,0.36814879866925965,26814,24593
Athabasca,Alberta,26965,26814,24593,258,X10000_14999,2855,14999,,FALSE,0.36814879866925965,26814,24593
Athabasca,Alberta,26965,26814,24593,258,X15000_19999,2760,19999,,FALSE,0.36814879866925965,26814,24593
Athabasca,Alberta,26965,26814,24593,258,X20000_24999,2755,24999,,FALSE,0.36814879866925965,26814,24593
Athabasca,Alberta,26965,26814,24593,258,X25000_29999,2820,29999,,FALSE,0.36814879866925965,26814,24593
Athabasca,Alberta,26965,26814,24593,258,X30000_39999,4640,39999,,FALSE,0.36814879866925965,26814,24593
Athabasca,Alberta,26965,26814,24593,258,X40000_and_over,5785,Inf,,FALSE,0.36814879866925965,26814,24593
Bow River,Alberta,34675,25117,24672,341,Under_5000,3535,5000,,FALSE,0.37772691033434225,25117,24672
Bow River,Alberta,34675,25117,24672,341,X5000_9999,3540,9999,,FALSE,0.37772691033434225,25117,24672
Bow River,Alberta,34675,25117,24672,341,X10000_14999,4065,14999,,FALSE,0.37772691033434225,25117,24672
Bow River,Alberta,34675,25117,24672,341,X15000_19999,4130,19999,,FALSE,0.37772691033434225,25117,24672
Bow River,Alberta,34675,25117,24672,341,X20000_24999,3905,24999,,FALSE,0.37772691033434225,25117,24672
Bow River,Alberta,34675,25117,24672,341,X25000_29999,3905,29999,,FALSE,0.37772691033434225,25117,24672
Bow River,Alberta,34675,25117,24672,341,X30000_39999,5825,39999,,FALSE,0.37772691033434225,25117,24672
Bow River,Alberta,34675,25117,24672,341,X40000_and_over,5785,Inf,,FALSE,0.37772691033434225,25117,24672
Calgary Centre,Alberta,42205,23687,17539,285,Under_5000,7130,5000,,FALSE,0.42520493381361724,23687,17539
Calgary Centre,Alberta,42205,23687,17539,285,X5000_9999,5355,9999,,FALSE,0.42520493381361724,23687,17539
Calgary Centre,Alberta,42205,23687,17539,285,X10000_14999,6820,14999,,FALSE,0.42520493381361724,23687,17539
Calgary Centre,Alberta,42205,23687,17539,285,X15000_19999,5845,19999,,FALSE,0.42520493381361724,23687,17539
Calgary Centre,Alberta,42205,23687,17539,285,X20000_24999,4800,24999,,FALSE,0.42520493381361724,23687,17539
Calgary Centre,Alberta,42205,23687,17539,285,X25000_29999,3745,29999,,FALSE,0.42520493381361724,23687,17539
Calgary Centre,Alberta,42205,23687,17539,285,X30000_39999,5745,39999,,FALSE,0.42520493381361724,23687,17539
Calgary Centre,Alberta,42205,23687,17539,285,X40000_and_over,9170,Inf,,FALSE,0.42520493381361724,23687,17539
Calgary East (Est),Alberta,49070,27533,26446,161,Under_5000,2480,5000,,FALSE,0.309533872993751,27533,26446
Calgary East (Est),Alberta,49070,27533,26446,161,X5000_9999,3825,9999,,FALSE,0.309533872993751,27533,26446
Calgary East (Est),Alberta,49070,27533,26446,161,X10000_14999,4580,14999,,FALSE,0.309533872993751,27533,26446
Calgary East (Est),Alberta,49070,27533,26446,161,X15000_19999,5390,19999,,FALSE,0.309533872993751,27533,26446
Calgary East (Est),Alberta,49070,27533,26446,161,X20000_24999,6380,24999,,FALSE,0.309533872993751,27533,26446
Calgary East (Est),Alberta,49070,27533,26446,161,X25000_29999,6655,29999,,FALSE,0.309533872993751,27533,26446
Calgary East (Est),Alberta,49070,27533,26446,161,X30000_39999,10610,39999,,FALSE,0.309533872993751,27533,26446
Calgary East (Est),Alberta,49070,27533,26446,161,X40000_and_over,9170,Inf,,FALSE,0.309533872993751,27533,26446
Calgary North (Nord),Alberta,36775,29000,29000,228,Under_5000,1210,5000,,FALSE,0.29177065643966527,29000,29000
Calgary North (Nord),Alberta,36775,29000,29000,228,X5000_9999,2775,9999,,FALSE,0.29177065643966527,29000,29000
Calgary North (Nord),Alberta,36775,29000,29000,228,X10000_14999,3630,14999,,FALSE,0.29177065643966527,29000,29000
Calgary North (Nord),Alberta,36775,29000,29000,228,X15000_19999,3635,19999,,FALSE,0.29177065643966527,29000,29000
Calgary North (Nord),Alberta,36775,29000,29000,228,X20000_24999,3795,24999,,FALSE,0.29177065643966527,29000,29000
Calgary North (Nord),Alberta,36775,29000,29000,228,X25000_29999,4110,29999,,FALSE,0.29177065643966527,29000,29000
Calgary North (Nord),Alberta,36775,29000,29000,228,X30000_39999,9835,39999,,FALSE,0.29177065643966527,29000,29000
Calgary North (Nord),Alberta,36775,29000,29000,228,X40000_and_over,7785,Inf,,FALSE,0.29177065643966527,29000,29000
Calgary South (Sud),Alberta,45230,38392,32836,374,Under_5000,1325,5000,,FALSE,0.35622571239240586,38392,32836
Calgary South (Sud),Alberta,45230,38392,32836,374,X5000_9999,2400,9999,,FALSE,0.35622571239240586,38392,32836
Calgary South (Sud),Alberta,45230,38392,32836,374,X10000_14999,2940,14999,,FALSE,0.35622571239240586,38392,32836
Calgary South (Sud),Alberta,45230,38392,32836,374,X15000_19999,3785,19999,,FALSE,0.35622571239240586,38392,32836
Calgary South (Sud),Alberta,45230,38392,32836,374,X20000_24999,4580,24999,,FALSE,0.35622571239240586,38392,32836
Calgary South (Sud),Alberta,45230,38392,32836,374,X25000_29999,4580,29999,,FALSE,0.35622571239240586,38392,32836
Calgary South (Sud),Alberta,45230,38392,32836,374,X30000_39999,9745,39999,,FALSE,0.35622571239240586,38392,32836
Calgary South (Sud),Alberta,45230,38392,32836,374,X40000_and_over,15080,Inf,,FALSE,0.35622571239240586,38392,32836
Calgary West (Ouest),Alberta,35645,32836,27501,281,Under_5000,1525,5000,,FALSE,0.3768963413888695,32836,27501
Calgary West (Ouest),Alberta,35645,32836,27501,281,X5000_9999,3095,9999,,FALSE,0.3768963413888695,32836,27501
Calgary West (Ouest),Alberta,35645,32836,27501,281,X10000_14999,3940,14999,,FALSE,0.3768963413888695,32836,27501
Calgary West (Ouest),Alberta,35645,32836,27501,281,X15000_19999,3875,19999,,FALSE,0.3768963413888695,32836,27501
Calgary West (Ouest),Alberta,35645,32836,27501,281,X20000_24999,3695,24999,,FALSE,0.3768963413888695,32836,27501
Calgary West (Ouest),Alberta,35645,32836,27501,281,X25000_29999,6350,29999,,FALSE,0.3768963413888695,32836,27501
Calgary West (Ouest),Alberta,35645,32836,27501,281,X30000_39999,6350,39999,,FALSE,0.3768963413888695,32836,27501
Calgary West (Ouest),Alberta,35645,32836,27501,281,X40000_and_over,9745,Inf,,FALSE,0.3768963413888695,32836,27501
Crowfoot,Alberta,22610,22610,19701,279,Under_5000,1690,5000,,FALSE,0.33724717933704396,22610,19701
Crowfoot,Alberta,22610,22610,19701,279,X5000_9999,3410,9999,,FALSE,0.33724717933704396,22610,19701
Crowfoot,Alberta,22610,22610,19701,279,X10000_14999,3410,14999,,FALSE,0.33724717933704396,22610,19701
Crowfoot,Alberta,22610,22610,19701,279,X15000_19999,2620,19999,,FALSE,0.33724717933704396,22610,19701
Crowfoot,Alberta,22610,22610,19701,279,X20000_24999,2195,24999,,FALSE,0.33724717933704396,22610,19701
Crowfoot,Alberta,22610,22610,19701,279,X25000_29999,2975,29999,,FALSE,0.33724717933704396,22610,19701
Crowfoot,Alberta,22610,22610,19701,279,X30000_39999,2975,39999,,FALSE,0.33724717933704396,22610,19701
Crowfoot,Alberta,22610,22610,19701,279,X40000_and_over,3955,Inf,,FALSE,0.33724717933704396,22610,19701
Edmonton East (Est),Alberta,39285,21013,17760,174,Under_5000,3515,5000,,TRUE,0.33612005620391927,21013,17760
Edmonton East (Est),Alberta,39285,21013,17760,174,X5000_9999,6045,9999,,TRUE,0.33612005620391927,21013,17760
Edmonton East (Est),Alberta,39285,21013,17760,174,X10000_14999,6045,14999,,TRUE,0.33612005620391927,21013,17760
Edmonton East (Est),Alberta,39285,21013,17760,174,X15000_19999,5260,19999,,TRUE,0.33612005620391927,21013,17760
Edmonton East (Est),Alberta,39285,21013,17760,174,X20000_24999,5895,24999,,TRUE,0.33612005620391927,21013,17760
Edmonton East (Est),Alberta,39285,21013,17760,174,X25000_29999,3510,29999,,TRUE,0.33612005620391927,21013,17760
Edmonton East (Est),Alberta,39285,21013,17760,174,X30000_39999,4870,39999,,TRUE,0.33612005620391927,21013,17760
Edmonton East (Est),Alberta,39285,21013,17760,174,X40000_and_over,8255,Inf,,TRUE,0.33612005620391927,21013,17760
Edmonton North (Nord),Alberta,40575,26682,27827,181,Under_5000,2130,5000,,FALSE,0.29864721351306833,26682,27827
Edmonton North (Nord),Alberta,40575,26682,27827,181,X5000_9999,3805,9999,,FALSE,0.29864721351306833,26682,27827
Edmonton North (Nord),Alberta,40575,26682,27827,181,X10000_14999,5260,14999,,FALSE,0.29864721351306833,26682,27827
Edmonton North (Nord),Alberta,40575,26682,27827,181,X15000_19999,4565,19999,,FALSE,0.29864721351306833,26682,27827
Edmonton North (Nord),Alberta,40575,26682,27827,181,X20000_24999,4895,24999,,FALSE,0.29864721351306833,26682,27827
Edmonton North (Nord),Alberta,40575,26682,27827,181,X25000_29999,8895,29999,,FALSE,0.29864721351306833,26682,27827
Edmonton North (Nord),Alberta,40575,26682,27827,181,X30000_39999,8895,39999,,FALSE,0.29864721351306833,26682,27827
Edmonton North (Nord),Alberta,40575,26682,27827,181,X40000_and_over,8255,Inf,,FALSE,0.29864721351306833,26682,27827
Edmonton South (Sud),Alberta,37285,35158,28453,341,Under_5000,1845,5000,,FALSE,0.3918108744174792,35158,28453
Edmonton South (Sud),Alberta,37285,35158,28453,341,X5000_9999,3160,9999,,FALSE,0.3918108744174792,35158,28453
Edmonton South (Sud),Alberta,37285,35158,28453,341,X10000_14999,3640,14999,,FALSE,0.3918108744174792,35158,28453
Edmonton South (Sud),Alberta,37285,35158,28453,341,X15000_19999,3690,19999,,FALSE,0.3918108744174792,35158,28453
Edmonton South (Sud),Alberta,37285,35158,28453,341,X20000_24999,3500,24999,,FALSE,0.3918108744174792,35158,28453
Edmonton South (Sud),Alberta,37285,35158,28453,341,X25000_29999,3095,29999,,FALSE,0.3918108744174792,35158,28453
Edmonton South (Sud),Alberta,37285,35158,28453,341,X30000_39999,6315,39999,,FALSE,0.3918108744174792,35158,28453
Edmonton South (Sud),Alberta,37285,35158,28453,341,X40000_and_over,12025,Inf,,FALSE,0.3918108744174792,35158,28453
Edmonton West (Ouest),Alberta,37850,26305,23206,205,Under_5000,2515,5000,,FALSE,0.38856816370135205,26305,23206
